Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
True,"Accepting 42 now gives me a payoff of 42, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,17,42
True,"Accepting 42 now gives me a stage-1 payoff of 42, which is better than what I can credibly secure by rejecting and bargaining later under my heavier discounting.",,-1,18,42
True,"Accepting 42 now gives me a payoff of 42 immediately, which is better than rejecting and relying on a discounted later-stage outcome.",,-1,19,42
True,"Accepting 42 now is better for me than rejecting and relying on later stages, because my discount factor falls sharply in Stage 2 and Stage 3. Even if I could make a favorable counteroffer later, delay reduces its value.",,-1,20,42
True,"Accepting 43 now is better for me than rejecting and relying on later rounds, because my discount factor falls sharply in Stage 2 and Stage 3. Even if I could bargain for more points later, the discounted payoff would likely be lower than 43 received immediately.",,-1,1,43
True,"Accepting 43 now is better for me than rejecting and relying on later stages. If I reject, my stage-2 discount is only 0.4, so I would need a much larger nominal share later to beat 43 immediately. This is a strong offer for P2 in stage 1.",,-1,2,43
True,"Accepting 43 now is better than risking delay. If I reject, my Stage 2 payoff is discounted to 0.4, so to beat 43 now I would need at least 108 points allocated to me, which is impossible. So accepting maximizes my payoff.",,-1,3,43
True,"Accepting 43 now is better for me than rejecting and trying to do better later. If I reject, any Stage 2 agreement is discounted by my factor of 0.4, so I would need at least 108 points for myself in Stage 2 to beat 43 now, which is impossible. Stage 3 is even worse for me with discount factor 0.16. So accepting maximizes my payoff.",,-1,4,43
True,"Accepting 43 now gives me a sure Stage 1 payoff of 43, which is better than risking delay when my discount factor falls to 0.4 in Stage 2 and 0.16 in Stage 3.",,-1,5,43
True,"Accepting 43 now is better for me than rejecting and relying on later discounted stages. If I reject, my stage-2 payoff is discounted to 0.4 and stage-3 to 0.16, so 43 immediately gives me a higher guaranteed payoff.",,-1,6,43
True,"Accepting 43 now is better for me than rejecting and relying on later rounds. If I reject, my Stage 2 payoff is discounted to 0.4, and even with a very favorable later agreement I would not expect to do better than 43 points now.",,-1,7,43
True,"Accepting 43 now gives me a sure payoff of 43, which is better than what I can reliably secure by rejecting and waiting for later discounted stages.",,-1,8,43
True,"Accepting 43 now is better for me than rejecting and relying on later rounds. If I reject, my Stage 2 payoff is discounted to 0.4 and Stage 3 to 0.16, so even a larger nominal share later would likely be worth less than 43 now.",,-1,9,43
True,"Accepting 43 now gives me a payoff of 43, which is better than what I can credibly guarantee myself by rejecting and waiting for later discounted stages.",,-1,10,43
True,"Accepting 43 now gives me a payoff of 43, which is better than what I can guarantee by rejecting and bargaining later given my stronger discounting.",,-1,11,43
True,"Accepting 43 now is better than risking delay, since my payoff is undiscounted in Stage 1 and later stages reduce my payoff substantially.",,-1,12,43
True,"Accepting 43 now is better for me than rejecting and relying on later rounds. If I reject, my Stage 2 payoff is discounted to 0.4, and even if I make an aggressive counteroffer there is a real risk of rejection and an even worse Stage 3 outcome. So 43 immediately is my best choice.",,-1,13,43
True,"Accepting 43 now is better for me than rejecting and relying on a later agreement, because my payoff is heavily discounted in later stages and 43 exceeds what I can safely guarantee by waiting.",,-1,14,43
True,"Accepting 43 now gives me a sure payoff of 43, which is better than rejecting and facing discounting in later stages. In Stage 2 my payoff would be multiplied by 0.4, so delay is costly for me.",,-1,15,43
True,"Accepting 43 now gives me a payoff of 43 immediately, which is better than risking delay since my discount factor falls to 0.4 in Stage 2 and 0.16 in Stage 3.",,-1,16,43
True,"Accepting 43 now gives me a payoff of 43, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,17,43
True,"Accepting 43 now is better for me than rejecting and relying on later rounds. If I reject, my payoff is discounted heavily in Stage 2 and Stage 3, so even a larger nominal offer later may be worth less than 43 now.",,-1,18,43
True,"Accepting 43 now gives me a sure payoff of 43, which is better than what I can guarantee myself by rejecting and moving to later discounted stages.",,-1,19,43
True,"Accepting 43 now gives me a sure Stage 1 payoff of 43, which is better than rejecting and facing discounting in later stages. Since my Stage 2 discount factor is only 0.4, I would need more than 100 points in Stage 2 to beat 43, which is impossible.",,-1,20,43
True,"Accepting 44 now gives me a sure payoff of 44, which is better than rejecting and facing discounting in later stages. In Stage 2, even if I could make an offer, my payoff would be discounted by 0.4, so I would need more than 100 points to beat 44, which is impossible.",,-1,1,44
True,"Accepting 44 now gives me a sure payoff of 44, which is better than what I can guarantee by rejecting and facing discounting in later stages.",,-1,2,44
True,"Accepting 44 now gives me a payoff of 44 immediately. If I reject, my best realistic outcome comes in Stage 2 with discounting at 0.4 for me, so I would need more than 110 points to do better, which is impossible. So accepting is optimal.",,-1,3,44
True,"Accepting 44 now gives me a payoff of 44 immediately, which is better than risking delay to Stage 2 or 3 where my discount factor drops sharply.",,-1,4,44
True,"Accepting 44 now gives me a sure payoff of 44, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,5,44
True,"Accepting 44 now gives me a sure payoff of 44, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,6,44
True,"Accepting 44 now gives me a sure payoff of 44, which is better than risking delay since my discount factor falls sharply in later stages.",,-1,7,44
True,"Accepting 44 now gives me a sure payoff of 44, which is better than what I can guarantee myself by rejecting and bargaining in later discounted stages.",,-1,8,44
True,"Accepting 44 now gives me a payoff of 44 immediately, which is better than risking delay and discounting in later stages.",,-1,9,44
True,"Accepting 44 now gives me a guaranteed payoff of 44, which is better than what I can credibly secure by rejecting and waiting given my heavier discounting in later stages.",,-1,10,44
True,"Accepting 44 now gives me a payoff of 44, which is better than what I can guarantee myself by rejecting and waiting for later discounted stages.",,-1,11,44
True,"Accepting 44 now gives me a stage-1 payoff of 44, which is better than what I can guarantee myself after rejecting given my heavier discounting in later stages.",,-1,12,44
True,"Accepting 44 now gives me a Stage 1 payoff of 44, which is better than what I can guarantee myself by rejecting and bargaining later given my heavier discounting.",,-1,13,44
True,"Accepting 44 now gives me a Stage 1 payoff of 44, which is better than what I can guarantee myself by rejecting and relying on later discounted stages.",,-1,14,44
True,"Accepting 44 now gives me a payoff of 44 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,15,44
True,"Accepting 44 now gives me a sure payoff of 44, which is better than what I can guarantee by rejecting and waiting given my heavier discounting in later stages.",,-1,16,44
True,"Accepting 44 now gives me a sure Stage 1 payoff of 44, which is better than what I can guarantee myself by rejecting and bargaining later given my discounting.",,-1,17,44
True,"Accepting 44 now gives me a payoff of 44, which is higher than what I can guarantee myself by rejecting and bargaining later given my heavier discounting in stages 2 and 3.",,-1,18,44
True,"Accepting 44 now gives me a stage-1 payoff of 44, which is better than what I can credibly guarantee myself by rejecting and bargaining later under my lower discount factor.",,-1,19,44
True,"Accepting 44 now gives me a stage-1 payoff of 44, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,20,44
True,"Accepting 45 now gives me a payoff of 45 immediately, which is better than what I can reliably secure by rejecting and bargaining in later discounted stages.",,-1,1,45
True,"Accepting 45 now gives me a payoff of 45, which is better than what I can reliably secure by rejecting and moving to later discounted stages.",,-1,2,45
True,"Accepting 45 now gives me a stage-1 payoff of 45, which is better than what I can reliably secure by rejecting and moving to later discounted stages.",,-1,3,45
True,"Accepting 45 now gives me a payoff of 45 at Stage 1, which is better than what I can credibly guarantee myself by rejecting and waiting given my heavier discounting in later stages.",,-1,4,45
True,"Accepting 45 now gives me a higher payoff than rejecting and bargaining later, because my discount factor drops sharply in later stages.",,-1,5,45
True,"Accepting 45 now gives me a payoff of 45 at Stage 1, which is better than what I can credibly guarantee myself by rejecting and bargaining later under my heavier discounting.",,-1,6,45
True,"Accepting 45 now is optimal for me because if I reject and the game reaches Stage 2, my payoff is discounted to 0.4, so I would need more than 112.5 points in nominal terms to beat 45, which is impossible. Stage 3 is even worse for me due to heavier discounting.",,-1,7,45
True,"Accepting 45 now gives me a payoff of 45 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,8,45
True,"Accepting 45 now is better for me than rejecting and relying on later stages, because my discount factor falls sharply and there is a real risk of ending with less or even 0.",,-1,9,45
True,"Accepting 45 now is better for me than rejecting and relying on later stages. If I reject, my Stage 2 payoff is discounted to 0.4, and any agreement in Stage 3 is discounted even more to 0.16, so 45 immediately is a strong outcome.",,-1,10,45
True,"Accepting 45 now gives me a payoff of 45 at Stage 1, which is higher than what I can guarantee myself by rejecting and bargaining later under my lower discount factor.",,-1,11,45
True,"Accepting 45 now gives me a payoff of 45 immediately. If I reject, my best possible continuation payoff is lower because my discount factor in Stage 2 is only 0.4 and in Stage 3 only 0.16, so delay hurts me a lot.",,-1,12,45
True,"Accepting 45 now is better for me than rejecting and relying on later stages. If I reject, my stage-2 payoff is discounted to 0.4, so even a very favorable later split would not beat 45 points now.",,-1,13,45
True,"Accepting 45 now gives me a Stage 1 payoff of 45, which is better than what I can reliably secure by rejecting and bargaining under my lower future discount factor.",,-1,14,45
True,"Accepting 45 now gives me a sure payoff of 45, which is better than what I can reliably expect by rejecting and facing discounting in later stages.",,-1,15,45
True,"Accepting 45 now gives me a higher payoff than I can guarantee by rejecting and waiting for Stage 2 or 3, since my payoffs are heavily discounted in later stages.",,-1,16,45
True,"Accepting 45 now gives me a higher payoff than I can guarantee by rejecting and waiting for later discounted stages, so it is the payoff-maximizing choice.",,-1,17,45
True,"Accepting 45 now gives me a payoff of 45, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,18,45
True,"Accepting 45 now gives me a higher payoff than rejecting and relying on a discounted later round, so it is the payoff-maximizing choice.",,-1,19,45
True,"Accepting 45 now gives me a payoff of 45 at Stage 1, which is better than what I can reliably secure by rejecting and facing discounting in later stages.",,-1,20,45
True,"Accepting 46 now gives me a Stage 1 payoff of 46, which is better than what I can guarantee by rejecting and waiting given my heavier discounting in later stages.",,-1,1,46
True,"Accepting 46 now gives me a sure payoff of 46, which is better than risking delay when my discount factor falls sharply in later stages.",,-1,2,46
True,"Accepting 46 now gives me a sure payoff of 46, which is better than what I can guarantee myself by rejecting and bargaining in later discounted stages.",,-1,3,46
True,"Accepting 46 now gives me a payoff of 46 immediately. If I reject, even with the chance to make a counteroffer in Stage 2, my payoff is discounted to 0.4 times my Stage 2 allocation, and further delay is even worse for me. Since 46 exceeds what I can guarantee myself through rejection, accepting maximizes my payoff.",,-1,4,46
True,"Accepting 46 now gives me a payoff of 46, which is higher than what I can guarantee myself by rejecting and waiting for later stages given my discounting.",,-1,5,46
True,"Accepting 46 now gives me a payoff of 46, which is better than rejecting and relying on a later agreement after my heavier discounting. Since my stage-2 and stage-3 payoffs are discounted to 0.4 and 0.16, this is a strong offer to take immediately.",,-1,6,46
True,"Accepting 46 now is optimal for me because it gives me a sure stage-1 payoff of 46, which is higher than what I can guarantee by rejecting and bargaining later under my heavier discounting.",,-1,7,46
True,"Accepting 46 now is better for me than rejecting and relying on later stages. If I reject, even a favorable Stage 2 agreement would be discounted by my factor of 0.4, and Stage 3 is even worse for me. So taking 46 immediately maximizes my payoff.",,-1,8,46
True,"Accepting 46 now gives me a payoff of 46 immediately. If I reject, in Stage 2 I would need P1 to accept my counteroffer, and any agreement there is discounted for me by 0.4, so even keeping 100 for myself would be worth only 40 to me. Since 46 exceeds my best possible discounted Stage 2 payoff, accepting is optimal.",,-1,9,46
True,"Accepting 46 now gives me a payoff of 46 immediately. If I reject, even in Stage 2 the most I can guarantee myself is 40 discounted points by proposing 0 to P1 and having it accepted, and any later outcome is even worse due to discounting and rejection risk. So accepting is payoff-maximizing.",,-1,10,46
True,"Accepting 46 now gives me a stage-1 payoff of 46, which is better than what I can reliably secure by rejecting and bargaining later given my heavy discounting in stages 2 and 3.",,-1,11,46
True,"Accepting 46 now gives me a sure payoff of 46, which is better than rejecting and relying on discounted future stages where my payoff would be much lower.",,-1,12,46
True,"Accepting 46 now is better than rejecting because in Stage 2 my payoff is discounted to 0.4, so to beat 46 now I would need at least 116. This offer is therefore better than any feasible delayed agreement.",,-1,13,46
True,"Accepting 46 now gives me a payoff of 46 immediately, which is better than what I can reliably secure by rejecting and waiting given my heavier discounting in later stages.",,-1,14,46
True,"Accepting 46 now is better for me than rejecting and relying on later rounds. If I reject, my best possible continuation payoff in Stage 2 is discounted by 0.4, so even getting all 100 points then would be worth only 40 to me, which is less than 46 now.",,-1,15,46
True,"Accepting 46 now gives me a Stage 1 payoff of 46, which is higher than what I can guarantee by rejecting and bargaining later given my discounting.",,-1,16,46
True,"Accepting 46 now gives me a stage-1 payoff of 46, which is better than what I can safely guarantee myself by rejecting and waiting for later discounted stages.",,-1,17,46
True,"Accepting 46 now gives me a sure payoff of 46, which is better than rejecting and facing discounting in later stages.",,-1,18,46
True,"Accepting 46 now gives me a payoff of 46 immediately. If I reject, my best possible continuation payoff in Stage 2 is discounted by my factor 0.4, and even if I got all 100 points then, that would be worth only 40 to me. Since 46 > 40, accepting is optimal.",,-1,19,46
True,"Accepting 46 now is better than rejecting and facing discounting. If I reject, in Stage 2 I would need P1 to accept my counteroffer, and any agreement then would be multiplied by my 0.4 discount factor, making it hard to beat 46 in current value.",,-1,20,46
True,"Accepting 47 now is better for me than rejecting and relying on later stages. If I reject, my payoff is discounted heavily, so even with a strong counteroffer in Stage 2 or a possible Stage 3 outcome, my expected payoff is not better than 47 at Stage 1.",,-1,1,47
True,"Accepting 47 now is better for me than rejecting and relying on later rounds. If I reject, my Stage 2 payoff is discounted by 0.4, so even getting a very favorable later agreement would likely be worth less than 47 now. This offer is therefore attractive and payoff-maximizing.",,-1,2,47
True,"Accepting 47 now gives me a stage-1 payoff of 47, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,3,47
True,"Accepting 47 now gives me a Stage 1 payoff of 47, which is better than what I can guarantee by rejecting and waiting for Stage 2 or Stage 3 under discounting.",,-1,4,47
True,"Accepting 47 now gives me a Stage 1 payoff of 47, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,5,47
True,"Accepting 47 now gives me a payoff of 47, which is better than what I can guarantee by rejecting. If I reject, in Stage 2 I can make an offer, but any agreement there is discounted for me by 0.4, and if bargaining continues to Stage 3 my payoff is discounted even further to 0.16. So accepting 47 is payoff-maximizing.",,-1,6,47
True,"Accepting 47 now gives me a payoff of 47 immediately, which is better than the expected discounted payoff I can reliably secure by rejecting and bargaining in later stages.",,-1,7,47
True,"Accepting 47 now gives me a payoff of 47. If I reject, in Stage 2 I can make a proposal, but P1 would only accept if they get at least what they can secure in Stage 3, which is 64 points for P1 and 36 for me. That would give me only 36 points in Stage 2, discounted by 0.4, for a payoff of 14.4. Since 47 now is much better than 14.4, accepting is optimal.",,-1,8,47
True,"Accepting 47 now gives me a payoff of 47 immediately. If I reject, any Stage 2 agreement is discounted for me by 0.4, so I would need more than 117 points to do better, which is impossible. So accepting is optimal.",,-1,9,47
True,"Accepting 47 now gives me a payoff of 47, which is better than what I can reliably secure by rejecting and waiting given my heavy discounting in later stages.",,-1,10,47
True,"Accepting 47 now gives me a stage-1 payoff of 47, which is better than what I can reliably guarantee by rejecting and waiting for later discounted stages.",,-1,11,47
True,"Accepting 47 now is better for me than rejecting and relying on later rounds. If I reject, my Stage 2 payoff is discounted to 0.4, so even getting a very favorable split later may not beat 47 immediately. This offer is therefore worth accepting.",,-1,12,47
True,"Accepting 47 now gives me a payoff of 47, which is better than what I can guarantee by rejecting. If I reject, in Stage 2 I make the offer, but P1 would compare accepting then with waiting for Stage 3, where P1 can secure at least 64 for themselves by offering me 36. So in Stage 2 I could get at most 36 points accepted, worth 36 × 0.4 = 14.4 to me. Since 47 > 14.4, accepting is optimal.",,-1,13,47
True,"Accepting 47 now gives me a stage-1 payoff of 47, which is better than what I can credibly secure by rejecting and moving to stage 2. In stage 2 I could demand at most 64 for myself by offering P1 36, since P1 would compare 36 at stage 2 with 36 at stage 3. That would give me 64 × 0.4 = 25.6, far less than 47 now.",,-1,14,47
True,"Accepting 47 now gives me a stage-1 payoff of 47, which is better than what I can credibly guarantee myself by rejecting and bargaining later under my heavier discounting.",,-1,15,47
True,"Accepting 47 now gives me a Stage 1 payoff of 47, which is better than what I can guarantee by rejecting. If I reject, in Stage 2 I would need P1 to accept my counteroffer, and if bargaining continues my payoff is discounted heavily. So 47 is a strong offer and optimal to accept.",,-1,16,47
True,"Accepting 47 now gives me a stage-1 payoff of 47, which is better than what I can reliably secure by rejecting and moving to later discounted stages.",,-1,17,47
True,"Accepting 47 now gives me a stage-1 payoff of 47, which is better than what I can guarantee by rejecting. If I reject, in stage 2 I can propose aggressively, but P1 would only accept offers giving them at least their stage-3 continuation value, which implies I could get at most about 42.4 in discounted payoff. Since 47 > 42.4, accepting is optimal.",,-1,18,47
True,"Accepting 47 now gives me a payoff of 47. If I reject, in Stage 2 I can make an offer, but P1 would compare accepting then with what they can guarantee themselves in Stage 3. In Stage 3, P1 can offer me as little as 0 and I would still be no better off than rejecting, so P1 can guarantee themselves 100 in Stage 3, worth 36 to them after discounting. Therefore in Stage 2 they will accept any offer giving them at least 60 points, which leaves me at most 40 points, and with my Stage 2 discount factor 0.4 that is worth only 16 to me. Since 47 now is much better than 16 later, I accept.",,-1,19,47
True,"Accepting 47 now gives me a payoff of 47, which is better than what I can guarantee myself by rejecting. If I reject, in Stage 2 I can make an offer, but P1 would compare it to their Stage 3 continuation value and likely reject any offer giving me more than 42.4 in Stage-2 points, and my Stage 2 payoff is further discounted by 0.4. So accepting 47 now is optimal.",,-1,20,47
True,"Accepting 48 now is optimal because it gives me a sure payoff of 48 at Stage 1, which is much higher than what I could guarantee myself by rejecting and bargaining in later discounted stages.",,-1,1,48
True,"Accepting 48 now is better for me than rejecting and relying on later stages, because my discount factor falls sharply and this offer already gives me a high immediate payoff.",,-1,2,48
True,"Accepting 48 now gives me a higher payoff than rejecting and relying on later discounted stages. If I reject, my best realistic continuation value is lower because my discount factor falls sharply in later stages.",,-1,3,48
True,"Accepting 48 now is better for me than rejecting and relying on later discounted stages. If I reject, my best plausible outcome comes in Stage 2 with my discount factor of 0.4, so I would need a much larger nominal share later to beat 48 now. This is a strong offer for P2 in Stage 1.",,-1,4,48
True,"Accepting 48 now gives me a payoff of 48 immediately, which is better than what I can guarantee myself by rejecting and waiting for later discounted rounds.",,-1,5,48
True,"Accepting 48 now is better for me than rejecting and relying on a discounted later agreement. If I reject, my best realistic continuation payoff is lower because my stage-2 and stage-3 discount factors are only 0.4 and 0.16. So 48 now maximizes my payoff.",,-1,6,48
True,"Accepting 48 now gives me a stage-1 payoff of 48, which is better than what I can guarantee by rejecting and bargaining later under my heavier discounting.",,-1,7,48
True,"Accepting 48 now is better for me than rejecting and relying on Stage 2 or Stage 3. If I reject, even a very favorable Stage 2 agreement is discounted by 0.4 for me, so my maximum possible Stage 2 payoff would be 40, which is less than 48 now.",,-1,8,48
True,"Accepting 48 now gives me a payoff of 48 immediately, which is better than rejecting and facing discounting in later stages.",,-1,9,48
True,"Accepting 48 now is better for me than rejecting and relying on later stages. If I reject, my Stage 2 payoff is discounted heavily, so even a favorable later agreement would likely be worth less than 48 to me.",,-1,10,48
True,"Accepting 48 now gives me a payoff of 48, which is better than what I can guarantee by rejecting and bargaining later given my heavier discounting in future stages.",,-1,11,48
True,"Accepting 48 now is better for me than rejecting and relying on later stages, since my discount factor falls sharply and this offer already gives me a high immediate payoff.",,-1,12,48
True,"Accepting 48 now gives me a higher payoff than I can guarantee by rejecting. If I reject, my stage-2 payoff is discounted to 0.4, and P1 could also reject then, so 48 at stage 1 is favorable.",,-1,13,48
True,"Accepting 48 now is better for me than rejecting and relying on later stages. If I reject, my stage-2 discounted payoff would be 0.4 times whatever I secure, and in stage 3 it would be even lower, so 48 at stage 1 is already very favorable.",,-1,14,48
True,"Accepting 48 now gives me a payoff of 48 at Stage 1, which is better than what I can guarantee myself by rejecting and bargaining later under my heavier discounting. So accepting maximizes my payoff.",,-1,15,48
True,"Accepting 48 now is better for me than rejecting and relying on future bargaining. If I reject, my stage-2 payoff is discounted and any later agreement would likely give me less in effective payoff than 48 immediately.",,-1,16,48
True,"Accepting 48 now is optimal because if I reject, my Stage 2 payoff is discounted to 0.4, so even keeping a large share later would likely be worth less than 48 today.",,-1,17,48
True,"Accepting 48 now is better for me than rejecting and relying on later stages. If I reject, my Stage 2 payoff is discounted to 0.4, so even getting the full 100 later would be worth only 40 to me, which is less than 48 now.",,-1,18,48
True,"Accepting 48 now gives me a payoff of 48, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,19,48
True,"Accepting 48 now gives me a stage-1 payoff of 48, which is higher than what I can credibly guarantee myself by rejecting and waiting for later discounted stages.",,-1,20,48
True,"Accepting 49 now gives me a stage-1 payoff of 49, which is better than what I can guarantee by rejecting and bargaining later under my discount factor.",,-1,1,49
True,"Accepting 49 now is better for me than rejecting and relying on later discounted stages. If I reject, even a favorable Stage 2 agreement would be worth only 0.4 times my allocated points, so this current offer gives me a higher guaranteed payoff.",,-1,2,49
True,"Accepting 49 now gives me a strong immediate payoff, and rejecting is risky because any later agreement would be discounted heavily for me.",,-1,3,49
True,"Accepting 49 now is optimal for me because if I reject, any agreement I get in Stage 2 is discounted by my factor 0.4, so I would need more than 100 points in Stage 2 to beat 49 now. So 49 immediately is better than any feasible continuation payoff.",,-1,4,49
True,"Accepting 49 now is better for me than rejecting and relying on later stages, since my discounting is steep and delay would reduce my payoff substantially.",,-1,5,49
True,"Accepting 49 now is better for me than rejecting and bargaining in later stages, because my payoff is heavily discounted in Stage 2 and Stage 3.",,-1,6,49
True,"Accepting 49 now is better for me than rejecting and relying on later rounds. If I reject, my payoff is discounted heavily in Stage 2 and Stage 3, so this is a strong offer at the current stage.",,-1,7,49
True,"Accepting 49 now gives me a high immediate payoff, and rejecting is risky because my future payoffs are heavily discounted.",,-1,8,49
True,"Accepting 49 now is better for me than rejecting and relying on later rounds, because my payoff is heavily discounted in Stage 2 and Stage 3. The offer is strong and exceeds what I can credibly guarantee myself by waiting.",,-1,9,49
True,"Accepting 49 now is better for me than rejecting and relying on a later agreement, since my payoff is undiscounted at Stage 1 and falls sharply in later stages.",,-1,10,49
True,"Accepting 49 now gives me a stage-1 payoff of 49, which is better than what I can reliably secure by rejecting and moving to later discounted stages.",,-1,11,49
True,"Accepting 49 now gives me a sure Stage 1 payoff of 49, which is better than what I can reliably secure by rejecting and moving to discounted later stages.",,-1,12,49
True,"Accepting 49 now gives me a higher payoff than rejecting and relying on later discounted stages. In Stage 2 my payoff is discounted to 0.4, and in Stage 3 to 0.16, so even a much larger nominal share later would be worth less to me than 49 now.",,-1,13,49
True,"Accepting 49 now gives me a high immediate payoff, and rejecting is risky because my future payoffs are heavily discounted.",,-1,14,49
True,"Accepting 49 now is better for me than rejecting and relying on later rounds. If I reject, my future payoffs are heavily discounted, so even with proposer power in Stage 2 I would need an unrealistically favorable response to do better. This offer gives me a high immediate payoff.",,-1,15,49
True,"Accepting 49 now is better for me than rejecting and bargaining later. If I reject, my payoff is discounted heavily in later stages, so even with a stronger bargaining position in Stage 2, the delay makes it hard to beat 49 received immediately.",,-1,16,49
True,"Accepting 49 now gives me 49 payoff immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,17,49
True,"Accepting 49 now gives me a stage-1 payoff of 49, which is better than what I can guarantee by rejecting and bargaining later given my heavier discounting.",,-1,18,49
True,"Accepting 49 now gives me a payoff of 49, which is better than what I can reliably secure by rejecting and bargaining later under my heavier discounting.",,-1,19,49
True,"Accepting 49 now gives me a payoff of 49 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,20,49
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than rejecting and facing discounting and the risk of ending with less later.",,-1,1,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee by rejecting and bargaining later under my heavier discounting.",,-1,2,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than what I can guarantee myself by rejecting and waiting for later discounted stages.",,-1,3,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,4,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,5,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,6,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than rejecting and facing discounted future rounds where my payoff would likely be lower even if I make a favorable counteroffer.",,-1,7,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee by rejecting and bargaining in later discounted stages.",,-1,8,50
True,"Accepting 50 now gives me a stage-1 payoff of 50, which is better than what I can guarantee myself by rejecting and bargaining later given my heavier discounting.",,-1,9,50
True,"Accepting 50 now gives me a payoff of 50 at Stage 1, which is better than what I can guarantee through later stages given my discounting. Rejecting risks delay and lower discounted payoffs.",,-1,10,50
True,"Accepting 50 now gives me a Stage 1 payoff of 50, which is better than what I can guarantee by rejecting and bargaining later under my heavier discounting.",,-1,11,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,12,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee myself by rejecting and continuing given discounting.",,-1,13,50
True,"Accepting 50 now gives me a payoff of 50 at Stage 1, which is better than what I can guarantee by rejecting and bargaining later under my lower discount factor.",,-1,14,50
True,"Accepting 50 now gives me a payoff of 50 at Stage 1, which is better than what I can reliably secure through later discounted stages.",,-1,15,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,16,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than rejecting and facing discounted future payoffs.",,-1,17,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,18,50
True,"Accepting 50 now gives me a payoff of 50, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,19,50
True,"Accepting 50 now gives me a payoff of 50 immediately, which is better than what I can guarantee by rejecting and moving to later discounted stages.",,-1,20,50
True,"Accepting 51 now gives me a stage-1 payoff of 51, which is better than what I can guarantee by rejecting and waiting for later discounted stages.",,-1,1,51
True,"Accepting 51 now gives me a higher payoff than I can guarantee by rejecting and bargaining in later stages, where my discount factor falls sharply.",,-1,2,51
True,"Accepting 51 now gives me a stage-1 payoff of 51, which is better than what I can reliably secure by rejecting and moving to later discounted stages.",,-1,3,51
True,"Accepting 51 now gives me a Stage 1 payoff of 51, which is better than what I can guarantee by rejecting and bargaining later under my discount factor.",,-1,4,51
True,"Accepting 51 now gives me a higher payoff than rejecting and bargaining in later stages, where my discount factor drops substantially.",,-1,5,51
True,"Accepting 51 now gives me a higher payoff than rejecting and relying on later discounted rounds. Since I receive 51 immediately in Stage 1, this is better than what I can guarantee myself in Stage 2 or Stage 3.",,-1,6,51
True,"Accepting 51 now is better for me than rejecting and relying on later stages, because my discount factor falls sharply in Stage 2 and Stage 3. This offer already gives me a strong immediate payoff.",,-1,7,51
True,Accepting 51 now is optimal for me because it gives me a higher payoff than I can guarantee by rejecting and bargaining in later discounted stages.,,-1,8,51
True,"Accepting 51 now gives me a payoff of 51 immediately, which is better than what I can guarantee by rejecting and bargaining in later discounted stages.",,-1,9,51
True,"Accepting 51 now gives me a higher payoff than I can guarantee by rejecting and waiting for later stages, where my discount factor is much lower.",,-1,10,51
True,"Accepting 51 now gives me a higher payoff than rejecting and bargaining later, since my discount factor falls sharply in later stages.",,-1,11,51
True,"Accepting 51 now gives me a payoff of 51 immediately, which is better than risking delay and discounting in later stages.",,-1,12,51
True,"Accepting 51 now gives me a payoff of 51, which is better than what I can guarantee by rejecting and bargaining under my heavier future discounting.",,-1,13,51
